level,source_id,route_family,predicate_label,K,comparison,RH1_Recall@K,baseline_Recall@K,delta_Recall@K,RH1_Violation@K,baseline_Violation@K,delta_Violation@K,recall_not_large_loss_0p01,violation_nonincrease,violation_reduced_by_0p05
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.3473193473193473,0.1445221445221445,0.2027972027972028,0.0676739731857842,0.7450282604144861,-0.677354287228702,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.3473193473193473,0.07692307692307693,0.2703962703962704,0.0676739731857842,0.9335855401429172,-0.865911566957133,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.3473193473193473,0.22144522144522144,0.1258741258741259,0.0676739731857842,0.7757701421800948,-0.7080961689943106,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.3473193473193473,0.12354312354312354,0.2237762237762238,0.0676739731857842,0.9509687034277198,-0.8832947302419356,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH0_source_score,0.7575757575757576,0.12043512043512043,0.6371406371406372,0.13781498809816958,0.500774393391843,-0.36295940529367343,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.7575757575757576,0.7785547785547785,-0.020979020979020935,0.13781498809816958,0.13507369081216683,0.002741297286002753,False,False,False
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.7575757575757576,0.37995337995337997,0.3776223776223776,0.13781498809816958,0.6802831800797461,-0.5424681919815765,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.7575757575757576,0.25485625485625485,0.5027195027195027,0.13781498809816958,0.8619215911892825,-0.7241066030911129,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.7575757575757576,0.3954933954933955,0.36208236208236205,0.13781498809816958,0.6806768558951966,-0.5428618677970269,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,100,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.7575757575757576,0.26107226107226106,0.4965034965034965,0.13781498809816958,0.8649263091878332,-0.7271113210896636,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH0_source_score,0.006993006993006993,0.0,0.006993006993006993,0.017094017094017096,0.8,-0.7829059829059829,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.006993006993006993,0.035742035742035744,-0.02874902874902875,0.017094017094017096,0.002466091245376079,0.014627925848641017,False,False,False
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.006993006993006993,0.006993006993006993,0.0,0.017094017094017096,0.6666666666666666,-0.6495726495726495,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.006993006993006993,0.004662004662004662,0.002331002331002331,0.017094017094017096,0.9925925925925926,-0.9754985754985754,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.006993006993006993,0.02097902097902098,-0.013986013986013988,0.017094017094017096,0.8613037447988904,-0.8442097277048732,False,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,5,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.006993006993006993,0.012432012432012432,-0.005439005439005439,0.017094017094017096,0.9987608426270136,-0.9816668255329964,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH0_source_score,0.03496503496503497,0.0,0.03496503496503497,0.004228329809725159,0.5192307692307693,-0.5150024394210441,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.03496503496503497,0.07925407925407925,-0.04428904428904428,0.004228329809725159,0.0013679890560875513,0.0028603407536376075,False,False,False
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.03496503496503497,0.02097902097902098,0.013986013986013988,0.004228329809725159,0.7661795407098121,-0.7619512109000869,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.03496503496503497,0.009324009324009324,0.025641025641025644,0.004228329809725159,0.9959595959595959,-0.9917312661498707,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.03496503496503497,0.039627039627039624,-0.004662004662004657,0.004228329809725159,0.859375,-0.8551466701902748,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,10,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.03496503496503497,0.02097902097902098,0.013986013986013988,0.004228329809725159,0.9986320109439124,-0.9944036811341872,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,20,RH1_source_x_frame_score_minus_RH0_source_score,0.14685314685314685,0.006993006993006993,0.13986013986013984,0.013822434875066455,0.525,-0.5111775651249336,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,right,20,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.14685314685314685,0.19036519036519037,-0.04351204351204352,0.013822434875066455,0.009295673936360386,0.004526760938706069,False,False,False
