level,source_id,route_family,metric,score_id,K,point,ci_low_95,ci_high_95,n_bootstrap,unit_count
source_family,vlsat_full_validation,relative_vertical,Violation@K,S1_Ce_only,10,0.0,0.0,0.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S1_Ce_only,20,0.18205128205128204,0.11274060671388975,0.25357157201381636,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S1_Ce_only,20,0.0012773722627737226,0.0004562043795620438,0.0021897810218978104,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S1_Ce_only,50,0.6615384615384615,0.5769125683060109,0.7326162790697673,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S1_Ce_only,50,0.033724770642201835,0.026133825025869136,0.042309284607159055,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S1_Ce_only,100,1.0,1.0,1.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S1_Ce_only,100,0.30212362533181647,0.2977783979453902,0.30710499465749486,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S2_source_x_Ce,5,0.5128205128205128,0.4310400039600341,0.6190680039138943,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S2_source_x_Ce,5,0.11021897810218978,0.09452554744525547,0.12554744525547445,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S2_source_x_Ce,10,0.7,0.6130386934673366,0.8015144686907021,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S2_source_x_Ce,10,0.13047445255474452,0.1180565693430657,0.14197080291970804,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S2_source_x_Ce,20,0.882051282051282,0.8189113355780023,0.946203382332925,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S2_source_x_Ce,20,0.15958029197080292,0.14999771897810218,0.16898038321167883,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S2_source_x_Ce,50,0.9923076923076923,0.9790554508978813,1.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S2_source_x_Ce,50,0.19761467889908257,0.18845265528311392,0.20636166066499914,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S2_source_x_Ce,100,1.0,1.0,1.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S2_source_x_Ce,100,0.3054038680318544,0.30058771710999893,0.3106311002387426,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,C1_source_x_shuffled_Ce,5,0.46923076923076923,0.392195517804385,0.5685192325138347,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,C1_source_x_shuffled_Ce,5,0.16423357664233576,0.14635036496350365,0.181021897810219,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,C1_source_x_shuffled_Ce,10,0.6487179487179487,0.5666460905349794,0.7425235243798117,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,C1_source_x_shuffled_Ce,10,0.1990875912408759,0.1843065693430657,0.21296076642335765,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,C1_source_x_shuffled_Ce,20,0.8307692307692308,0.7659422825681225,0.9006731678917109,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,C1_source_x_shuffled_Ce,20,0.2603102189781022,0.2481706204379562,0.27226505474452556,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,C1_source_x_shuffled_Ce,50,0.958974358974359,0.9339622641509434,0.982236488504031,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,C1_source_x_shuffled_Ce,50,0.39431192660550457,0.3861858079466456,0.40216925951747845,1000,548
