level,source_id,route_family,predicate_label,score_id,K,unit_count,gt_units,gt_total,gt_selected,Recall@K,selected_total,Selected@K_mean,violation_denominator,violation_count,Violation@K
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C1_source_x_shuffled_Ce,10,316,316,754,25,0.033156498673740056,1042,3.2974683544303796,1042,530,0.508637236084453
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C1_source_x_shuffled_Ce,20,316,316,754,51,0.06763925729442971,2334,7.386075949367089,2334,1211,0.5188517566409597
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C1_source_x_shuffled_Ce,50,316,316,754,158,0.20954907161803712,6368,20.151898734177216,6368,3265,0.5127198492462312
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C1_source_x_shuffled_Ce,100,316,316,754,361,0.47877984084880637,12897,40.813291139240505,12897,6467,0.5014344421183221
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C2_source_x_wrong_T_Ce,5,316,316,754,8,0.010610079575596816,387,1.2246835443037976,387,1,0.002583979328165375
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C2_source_x_wrong_T_Ce,10,316,316,754,17,0.022546419098143235,1082,3.4240506329113924,1082,9,0.00831792975970425
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C2_source_x_wrong_T_Ce,20,316,316,754,26,0.034482758620689655,2286,7.234177215189874,2286,61,0.02668416447944007
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C2_source_x_wrong_T_Ce,50,316,316,754,88,0.11671087533156499,6240,19.746835443037973,6240,464,0.07435897435897436
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C2_source_x_wrong_T_Ce,100,316,316,754,232,0.3076923076923077,12911,40.857594936708864,12911,2056,0.1592440554565874
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S0_source_score,5,316,316,754,17,0.022546419098143235,2607,8.25,2607,1274,0.4886843114691216
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S0_source_score,10,316,316,754,79,0.10477453580901856,4912,15.544303797468354,4912,2363,0.4810667752442997
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S0_source_score,20,316,316,754,216,0.2864721485411141,8776,27.772151898734176,8776,4201,0.4786918869644485
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S0_source_score,50,316,316,754,464,0.6153846153846154,17389,55.028481012658226,17389,8437,0.4851917879118983
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S0_source_score,100,316,316,754,685,0.9084880636604774,23287,73.69303797468355,23287,11483,0.49310774251728434
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S2_source_x_Ce,5,316,316,754,59,0.07824933687002653,2242,7.094936708860759,2242,2218,0.9892952720785013
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S2_source_x_Ce,10,316,316,754,120,0.15915119363395225,4007,12.680379746835444,4007,3945,0.9845270776141752
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S2_source_x_Ce,20,316,316,754,242,0.3209549071618037,6799,21.515822784810126,6799,6601,0.9708780703044565
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S2_source_x_Ce,50,316,316,754,418,0.5543766578249337,10894,34.4746835443038,10894,10095,0.9266568753442261
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,S2_source_x_Ce,100,316,316,754,573,0.7599469496021221,15279,48.35126582278481,15279,12486,0.8172000785391714
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A1_source_x_G_only,5,316,316,754,29,0.038461538461538464,2461,7.787974683544304,2461,1016,0.41284030881755385
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A1_source_x_G_only,10,316,316,754,75,0.09946949602122016,4480,14.177215189873417,4480,1912,0.42678571428571427
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A1_source_x_G_only,20,316,316,754,170,0.22546419098143236,7839,24.806962025316455,7839,3479,0.4438066079857125
